	logFC	AveExpr	t	P.Value	adj.P.Val	B
OG0005145	2.09261566204449	9.39529117668781	5.37622751246752	6.86752040874504e-07	0.00795258863332676	5.75111526242061
OG0008151	-1.11179220787113	3.06044346240889	-5.08454007155444	2.24740224452254e-06	0.0130124589957855	4.24293284498166
OG0007999	-1.12187860006377	9.03376423043887	-4.8969146432018	4.7409869592203e-06	0.0136911474194525	3.93660766389508
OG0001539	-1.44407205101978	5.28566909588573	-4.78920740386662	7.23287627098491e-06	0.0136911474194525	3.56606119428321
OG0004961	-1.50692582724964	5.47831912472814	-4.777952546221	7.55725080465926e-06	0.0136911474194525	3.53045824349647
OG0001149	-0.641895690012655	5.36012090269482	-4.75459747836412	8.27616856098166e-06	0.0136911474194525	3.4436292969741
OG0004184	1.79233007563395	2.60159694943869	4.53771492770846	1.90370796033162e-05	0.0244943757562668	2.69599905210889
OG0006036	1.00635558501793	7.12075249090341	4.40868561681142	3.09471444630942e-05	0.0358367932882631	2.15531985723694
OG0004609	0.58800192614642	5.13675014748911	4.29486009722759	4.7210858376098e-05	0.0497001581813832	1.83878341445986
OG0003809	-3.76474837036895	2.96448123579688	-4.65757092792805	1.20431903970455e-05	0.0174325180997233	1.56230288917136
OG0002487	-0.639261095297468	4.20902303109736	-4.20340896461524	6.59915376671145e-05	0.0597530703328155	1.4842045541805
OG0000876	0.789900679990025	6.49908021016453	4.19891216957782	6.70803034824353e-05	0.0597530703328155	1.4298448908276
OG0001211	0.767293360434541	7.26041276887748	4.12630249935801	8.72476464659685e-05	0.0650427710151295	1.1867840400124
OG0008074	0.755559721375223	5.17540501081136	4.11807984726403	8.98691136651185e-05	0.0650427710151295	1.15393289386456
OG0009995	-3.2669156448285	-1.42275970698182	-4.81064169940707	6.65219033174918e-06	0.0136911474194525	1.06630600665084
OG0002410	2.04702660262088	1.92056025962537	4.14157439261049	8.25726763093543e-05	0.0650427710151295	0.848383726553039
OG0008087	1.00399884274983	5.80539126150851	3.99233867167758	0.000140727394710696	0.0857696437236771	0.814850972620958
OG0004251	-1.06811615942569	7.17059948543114	-4.00899494150491	0.000132671948641457	0.0853522869593371	0.791728653945862
OG0003758	-0.730633762112975	5.90154559431413	-3.95599523985576	0.000159963324002947	0.0882083472359109	0.637952685705835
OG0001870	-2.26758963633349	4.46158373647771	-3.94218684928815	0.000167912521832671	0.0883830455828334	0.608686948370353
OG0009869	-0.619677204880227	4.92946689043208	-3.89949650255135	0.000194951725501667	0.0927126491998391	0.519208156884802
OG0007138	1.04174646199396	4.72451292283337	3.89193414954424	0.000200156841968565	0.0927126491998391	0.486071342454603
OG0005511	-1.10079518097538	5.41143500151851	-3.87912231696896	0.000209279815218873	0.0932100100090209	0.434525846714931
OG0005604	-0.763189042079683	6.67212908007981	-3.8945461020908	0.000198344204278611	0.0927126491998391	0.419647575312519
OG0011660	-0.678979026293042	4.80323144717263	-3.86222062660267	0.000221924682478776	0.0951810304853417	0.383033393554982
OG0005571	1.25842424438827	5.4173600488865	3.83944204026064	0.000240125534274206	0.0993090602462608	0.357272723504733
OG0009247	-0.526529362109682	4.22999616992148	-3.81603701719815	0.00026030754656123	0.103943496178588	0.317349941924492
OG0007970	1.53273939547396	6.50876435227722	3.77138324881599	0.000303387911064946	0.117107733671069	0.137183847501527
OG0005855	-1.0091626311177	7.66462227603846	-3.74646196529586	0.000330303709742006	0.123384418026207	-0.0173602566952917
OG0007407	2.23676011355794	2.06389608305886	3.73060260965795	0.000348600874040443	0.126149941293385	-0.0534672584780749
OG0007323	-1.34522228645944	2.34939729332178	-3.65291333894034	0.000453060868951632	0.134030007447111	-0.132835286383984
OG0001101	-0.582707479258127	4.16581108256603	-3.66812536547817	0.000430510073990419	0.134030007447111	-0.187828864907776
OG0003240	-0.598704800647172	3.12372204043939	-3.63432340673232	0.000482144082753143	0.134030007447111	-0.189847984212817
OG0002632	-0.496721084308376	8.66386423418551	-3.67473558713445	0.000421047067153173	0.134030007447111	-0.254281860845499
OG0001312	0.91389786293813	6.0472823873201	3.66551201230809	0.000434306749352111	0.134030007447111	-0.268743832663645
OG0009407	1.17380569250919	8.00549712853437	3.66679092038654	0.000432444794917088	0.134030007447111	-0.298850942457814
OG0002165	0.693923346853828	5.1657523188437	3.64408733743026	0.000466654642356591	0.134030007447111	-0.320476409293143
OG0003619	1.60832380146697	1.61388154607132	3.62847680405222	0.00049165147269071	0.134030007447111	-0.325329440169349
OG0001607	0.804529428410785	7.0447928912491	3.65727601732055	0.000446481245933066	0.134030007447111	-0.329354787793179
OG0007069	-1.41526050343967	3.15164015823888	-3.64732298201043	0.000461626742667404	0.134030007447111	-0.340835963600071
OG0007454	-3.60416988798275	0.114391888497313	-4.06623402697207	0.000108227568331942	0.0737220730166996	-0.35842320899123
OG0009082	-0.468614795607413	6.38121441614024	-3.62481678628371	0.000497693464613623	0.134030007447111	-0.418314560826534
OG0008209	2.83874208731461	-1.0078854376758	3.95653134801966	0.000159662085414026	0.0882083472359109	-0.510784138251725
OG0005421	0.607687678866139	4.91104108385051	3.54650219834939	0.000645168861643592	0.152470518731282	-0.525428233121603
OG0003536	-0.54074985231231	5.61504246549261	-3.58701576121462	0.000564358949815445	0.142683241611889	-0.54087110980929
OG0006141	-1.1037820914685	7.47946162379248	-3.58744335054469	0.000563559598836243	0.142683241611889	-0.548798133848143
OG0004974	-0.899890219633037	8.33236361782946	-3.5857188199044	0.000566790078941872	0.142683241611889	-0.556066017687054
OG0009411	-0.593204376059393	5.57859522384711	-3.53452075576741	0.00067109296566977	0.153345520802841	-0.611153607143394
OG0008907	-0.556332942175267	6.95262235974072	-3.54880764090596	0.000640290629064844	0.152470518731282	-0.663292383207828
OG0001956	-0.866455276382428	3.97868842109848	-3.52086539104144	0.0007018404665415	0.153345520802841	-0.682396639722755
OG0006055	2.71183273195602	2.37949171113919	3.46319524698288	0.000847004654485091	0.160792031130121	-0.697084895751876
