	logFC	AveExpr	t	P.Value	adj.P.Val	B
OG0005145	3.26477523687699	9.39529117668781	8.55676716491629	5.06597261578007e-13	5.86639628907332e-09	18.2788668299864
OG0008062	1.7951958340717	4.34950827922099	5.95847689355306	5.94939754288065e-08	0.00034447011773279	7.85543397416518
OG0004790	1.12176649785356	7.79387282258956	5.62723301097049	2.42139720198372e-07	0.000934659319965717	6.63464072399762
OG0003923	1.46813306167818	5.56763668608136	5.21609644889936	1.32140591375421e-06	0.00382547012031845	4.85606210822589
OG0002234	-0.927462482801388	4.78450432983559	-4.88561411077807	4.95688162040571e-06	0.00956678152738302	3.89387850868
OG0009812	0.758187590154197	6.67046793671987	4.63595802867664	1.30857281792138e-05	0.0216475331878994	3.02663536702204
OG0002516	1.35190583214308	2.31647991896162	4.52792741667117	1.97569513694904e-05	0.0228785496858699	2.50657752821893
OG0010787	-0.834408108887915	5.49093104869216	-4.54147466034633	1.87673675997766e-05	0.0228785496858699	2.49993524383766
OG0002379	1.94660611444393	3.87632756999829	4.55859835741097	1.7585120833834e-05	0.0228785496858699	2.49923505352897
OG0008704	0.61484766073647	5.53118287996187	4.42810291694698	2.87787747005565e-05	0.0302962010029495	2.28957023361818
OG0005424	0.821708697729931	6.29880987579249	4.37119115553429	3.5590000259585e-05	0.0343443502504995	2.11229573005641
OG0010329	-0.630774308041754	5.23526898338055	-4.26145564189326	5.33790067730611e-05	0.0450492435343653	1.75360785269541
OG0000539	0.976534184666903	4.55271011401141	4.25596939879149	5.44636795752257e-05	0.0450492435343653	1.39364199780576
OG0008843	0.592123825498304	7.97568576257334	4.1476830877735	8.077100802675e-05	0.0584580170593603	1.3899000370714
OG0002065	1.36060564819243	5.28245110056546	4.18628387796847	7.02311938641663e-05	0.0542184816631364	1.38647965116031
OG0000645	0.504120436749532	7.95163946601444	4.10381986090442	9.45959213696326e-05	0.0608567094144636	1.24835978341016
OG0002690	1.14840121628374	5.05202971562769	4.10767591180985	9.32946808213115e-05	0.0608567094144636	1.23546466477972
OG0011824	1.64003919327149	5.01760564109893	4.0016166343907	0.000136184188694016	0.0788506452538353	0.840774984906322
OG0000876	0.85762379761607	6.49908021016453	3.91609054280125	0.000183980205428602	0.101451941850629	0.639180589743096
OG0006142	0.619004643111171	6.90524600247958	3.90219603393492	0.000193125213538862	0.101654089671819	0.613819782518922
OG0001590	0.584722179521146	7.12203257669924	3.87759421498171	0.000210394107701514	0.105928859442762	0.53544644371369
OG0003279	1.13846942009459	6.17606506179354	3.82326242291931	0.000253910434243511	0.122511784522494	0.331216999545983
OG0011277	1.05903547433394	3.80046134882621	3.76646943850067	0.000308523766765056	0.1391416778988	0.188208644900016
OG0001832	-0.444240029283907	6.7760457947479	-3.76280473219688	0.000312407912380725	0.1391416778988	0.182179128631272
OG0002876	0.498157897314036	2.7664152724665	3.73674656154502	0.000341400822710327	0.146423019517985	0.0971330576001321
OG0006054	0.757285809675816	9.06748904743332	3.71641923130964	0.000365778433788526	0.147400683246404	0.0444984755407765
OG0008077	1.44299136496607	8.0169472873284	3.71371944926574	0.000369138153207749	0.147400683246404	0.0348122030278057
OG0000011	0.604004510151958	9.75005992436462	3.67487556582998	0.000420848831831701	0.155329777798511	-0.0738873483265845
OG0000625	0.667052759305268	4.36925699220427	3.65984483742147	0.00044264962585068	0.155329777798511	-0.143093867964725
OG0005031	2.66471798026766	2.32948999646549	4.95913098117908	3.70687330427871e-06	0.0085851185727095	-0.163057890612837
OG0002542	-0.453128425969221	4.88701024663617	-3.63501755458128	0.00048102696541838	0.160869227840826	-0.200136145245094
OG0002827	1.04958247849976	4.07465669173353	3.69319654045419	0.000395655040363792	0.152722845580424	-0.208585754287867
OG0002811	0.741120743268514	4.90125473317182	3.6173840157272	0.000510181132020376	0.160869227840826	-0.237416472047052
OG0002016	0.830424953562672	4.57966526857914	3.62744167725551	0.000493353170683622	0.160869227840826	-0.265850049164843
OG0008079	-0.659795431611938	4.16424602764004	-3.58046084957675	0.00057674828881402	0.172030187704129	-0.34518065015738
OG0008732	0.513343731494455	10.0716682764368	3.57908761438363	0.000579376279832558	0.172030187704129	-0.353927772952725
OG0000367	0.807286600044949	8.59376209932604	3.56575570087543	0.00060548666845783	0.175288390518542	-0.400181550285334
OG0004617	0.550823916121959	3.8090080637336	3.61514335825334	0.000514003577729754	0.160869227840826	-0.400434857551481
OG0010701	-1.21430554087402	2.11962715115324	-3.66511844157412	0.000434881278049478	0.155329777798511	-0.410213686470812
OG0004016	0.716278936805076	8.45665363667889	3.55047699298372	0.000636780164690962	0.179851568466374	-0.440833934984303
OG0006228	1.52678142340891	5.46467032075918	3.53692537361681	0.000665812307943297	0.181227450576014	-0.482017460481366
OG0001218	0.893010312085611	6.89741883407969	3.51917270145725	0.000705743406165037	0.181227450576014	-0.529549437946501
OG0009115	-0.470396038955943	6.72602101083699	-3.51964017407736	0.000704663478163344	0.181227450576014	-0.529731289075036
OG0004794	0.688190081895213	11.0021625094747	3.51310570979061	0.000719901789852904	0.181227450576014	-0.533325133115457
OG0008085	-0.728859347906052	6.95837767726076	-3.516021345601	0.000713064439824412	0.181227450576014	-0.547013046135363
OG0007460	2.49227142569458	1.6483835420165	4.04759477729108	0.000115669026828312	0.0704972279300977	-0.550685019045994
OG0004909	-0.506810457280389	-0.6556516534046	-3.50506961983698	0.00073906932942691	0.182094102867311	-0.577248006052811
OG0000165	-0.510542167790673	6.79587135009183	-3.47438067559545	0.000816800096970118	0.193031533120693	-0.668854374274242
OG0002330	0.912417547892472	4.36582727757183	3.46152602076846	0.00085160157958969	0.193363652777424	-0.683676382753573
OG0002397	0.748422677347322	4.96589317318408	3.48247119001062	0.000795590088559919	0.191936108865081	-0.70974555296673
OG0008769	0.854137431106157	8.75497743707947	3.438597051951	0.000917178332797938	0.197273628875558	-0.760254090838826
OG0000820	0.843356640157767	6.39699706873422	3.42782442477747	0.000949606848496579	0.197273628875558	-0.788707886320712
OG0002924	-0.48854141311207	4.0980989291676	-3.42307329135089	0.000964249997348979	0.197273628875558	-0.804954837546634
OG0001404	0.58010544144414	7.70128407379094	3.42491874421023	0.000958537142694936	0.197273628875558	-0.81252490719612
OG0001853	-0.502130492340418	4.45090393317607	-3.41384180794934	0.00099331247218976	0.197273628875558	-0.822040576767897
